Run,AvgReward,SuccessRate,ElimRate
52,-39.21095238095238,19.375,24.25
53,-38.57333333333333,19.5,23.125
54,175.26749999999998,100.0,50.0
55,-47.4825,16.375,23.75
56,24.470357142857146,51.375,18.5
57,-31.65309523809524,19.0,23.5
58,45.30714285714286,62.375,45.0
59,139.3947619047619,100.0,2.75
60,-48.90464285714285,16.625,24.875
61,4.158809523809524,40.75,19.875
62,137.98595238095237,100.0,2.75
63,54.26059523809524,68.75,50.0
64,-40.580595238095235,19.625,23.75
65,-78.92904761904762,6.25,23.75
66,27.76380952380952,54.0,19.875
67,-13.213571428571429,27.875,22.75
68,7.306071428571429,42.125,30.25
69,-59.5329761904762,12.5,24.625
70,19.926666666666666,50.625,21.125
71,97.74571428571429,89.25,49.875
72,-16.24190476190476,30.5,22.0
73,-33.55964285714286,26.0,33.25
74,4.366309523809524,39.375,34.25
75,136.92416666666665,100.0,2.375
76,-36.07369047619048,18.25,23.125
77,-49.165119047619044,14.875,26.125
78,36.02095238095238,64.5,20.75
79,-15.426785714285714,36.375,36.125
80,-40.892857142857146,18.625,22.5
81,88.05666666666667,79.875,13.0
82,56.55916666666667,72.625,49.875
83,-52.35333333333334,13.625,49.75
84,-21.124761904761904,31.375,22.75
85,6.30797619047619,50.75,49.625
86,-47.42404761904762,16.125,25.0
87,36.26642857142857,60.625,26.875
88,-39.70904761904762,26.5,49.75
89,27.10988095238095,55.5,21.375
90,-53.94904761904762,11.875,25.75
91,-32.60107142857142,21.75,25.0
92,-40.86702380952381,17.0,21.125
93,-62.42619047619048,11.0,24.375
94,14.568333333333333,45.75,22.0
95,-58.9975,15.75,24.625
96,-41.076904761904764,16.875,23.375
97,-30.14130952380952,21.125,23.625
